,id,place,time,lat,lon,mag,Oceanic
46,47,"3km SSW of Cobb, CA",1583705384080,38.7980003,-122.734169,0.5,False
47,48,"5km S of Volcano, Hawaii",1583705043990,19.385334,-155.2396698,2.08,False
48,49,"13km SSE of Indios, Puerto Rico",1583704314560,17.8801,-66.7838,2.56,False
49,50,"12km S of Guanica, Puerto Rico",1583703337080,17.8626,-66.8905,3.0,False
50,51,"6km SSE of Guanica, Puerto Rico",1583702666770,17.9206,-66.8843,2.47,False
51,52,"8km S of Indios, Puerto Rico",1583702641630,17.921,-66.8318,1.88,False
52,53,"19km SSW of Ester, Alaska",1583702062331,64.6799,-148.1647,0.4,False
53,54,"11km SE of Guanica, Puerto Rico",1583702057440,17.8866,-66.8383,3.12,False
54,55,"55km W of Mentone, Texas",1583701309975,31.7498,-104.1861,2.5,False
55,56,"14km NE of Ridgecrest, CA",1583700609840,35.7053333,-117.5596667,0.81,False
56,57,"15km SSE of Guanica, Puerto Rico",1583700574460,17.84,-66.8513,2.92,False
57,58,"9km NE of Aguanga, CA",1583700443000,33.4963333,-116.7896667,0.64,False
58,59,"17km WNW of Anchorage, Alaska",1583700364247,61.3037,-150.1734,1.7,False
59,60,"86km W of Willow, Alaska",1583699914570,61.6178,-151.6559,1.4,False
60,61,"22km ENE of Honaunau-Napoopoo, Hawaii",1583699912430,19.5084991,-155.654007,2.27,False
61,62,"20km ESE of Little Lake, CA",1583699797490,35.8755,-117.7001667,0.92,False
62,63,"2km SSW of Guayanilla, Puerto Rico",1583699487720,17.9986,-66.8008,3.09,False
63,64,"11km NE of Coso Junction, CA",1583699269170,36.1106667,-117.8616667,0.78,False
64,65,"2km WSW of Loma Linda, CA",1583697735510,34.045,-117.2768333,1.05,False
65,66,"24km NNW of Searles Valley, CA",1583697710870,35.9565,-117.5216667,1.38,False
66,67,"3km SW of Anderson Springs, CA",1583697554610,38.7598343,-122.7203369,0.72,False
67,68,"10km S of Guanica, Puerto Rico",1583697349160,17.8948,-66.894,3.2,False
68,69,"13km E of Tanaga Volcano, Alaska",1583696932079,51.8796,-177.9471,1.5,False
69,70,"2km ESE of Pahala, Hawaii",1583696500690,19.1921673,-155.456665,2.17,False
70,71,"28km ENE of Tsurusaki, Japan",1583695724680,33.3121,131.9778,4.9,False
71,72,"72km E of Beatty, Nevada",1583695666050,36.8798,-115.946,-0.1,False
72,73,"83km ENE of Cantwell, Alaska",1583695157309,63.5317,-147.3015,1.5,False
73,74,"9km SE of Guanica, Puerto Rico",1583695084580,17.9068,-66.8466,2.47,False
74,75,"10km NE of Coso Junction, CA",1583694814270,36.1038333,-117.8603333,0.97,False
75,76,"99km W of Willow, Alaska",1583694642688,61.7746,-151.9167,1.7,False
76,77,"22km N of Ridgecrest, CA",1583693870230,35.8233333,-117.669,0.71,False
77,78,"8km E of Valle Vista, CA",1583693779520,33.7561667,-116.8071667,0.81,False
78,79,"61km SSW of Redoubt Volcano, Alaska",1583693472077,59.9772,-153.1856,1.9,False
79,80,"18km S of Trona, CA",1583693357140,35.6053333,-117.389,1.83,False
80,81,"10km S of Searles Valley, CA",1583693283150,35.6791667,-117.4113333,2.05,False
81,82,"3km WSW of Indios, Puerto Rico",1583692700850,17.98,-66.844,3.21,False
82,83,"6km ENE of Pahala, Hawaii",1583692681090,19.2286663,-155.4275055,1.82,False
83,84,"6km SSE of La Parguera, Puerto Rico",1583692568530,17.9235,-67.0141,2.43,False
84,85,"6km NW of The Geysers, CA",1583692219150,38.8146667,-122.8079987,0.77,False
85,86,"25km WSW of Cantwell, Alaska",1583692208982,63.2911,-149.4047,1.8,False
86,87,"6km E of Pahala, Hawaii",1583692134150,19.2075005,-155.4203339,2.01,False
87,88,"14km WSW of Nereju, Romania",1583691891666,45.6446,26.5547,4.3,False
88,89,"74km W of Petrolia, CA",1583691880280,40.3834991,-125.1501694,2.6,False
89,90,"20km NNE of Sierra Madre, CA",1583691044930,34.3325005,-117.9988327,1.26,False
90,91,"2km SE of Pahala, Hawaii",1583690636520,19.1919994,-155.462326,2.09,False
91,92,"27km ESE of Dolores, Philippines",1583690603221,11.9027,125.6941,4.5,False
92,93,"34km SSW of Cohoe, Alaska",1583690457648,60.0759,-151.4932,1.7,False
93,94,"16km E of Little Lake, CA",1583690431600,35.911,-117.7365,1.68,False
94,95,"12km SE of Olancha, CA",1583689688180,36.2133333,-117.899,0.99,False
95,96,"15km ENE of Ridgecrest, CA",1583689294370,35.6748333,-117.5281667,1.53,False
96,97,"15km SW of Searles Valley, CA",1583689238370,35.6786667,-117.5258333,0.87,False
97,98,"108km NNE of Nome, Alaska",1583688852958,65.3783,-164.4148,1.5,False
98,99,"16km S of Searles Valley, CA",1583688345710,35.6243333,-117.4306667,1.54,False
99,100,"3km NE of The Geysers, CA",1583688342520,38.7953339,-122.7378311,0.98,False
100,101,"49km N of Yakutat, Alaska",1583688183297,59.986,-139.5658,1.5,False
101,102,"12km NW of Bridgeport, California",1583687495910,38.3402,-119.3267,1.4,False
102,103,"24km NNW of Searles Valley, CA",1583687245230,35.9676667,-117.5041667,0.85,False
103,104,"39km SW of Homer, Alaska",1583687244291,59.3656,-151.9859,1.4,False
104,105,"12km ESE of Sulat, Philippines",1583687073868,11.7812,125.5639,4.7,False
105,106,"6km W of The Geysers, CA",1583686968380,38.7835007,-122.8293304,0.57,False
106,107,"5km WSW of Volcano, Hawaii",1583686757710,19.4153328,-155.2850037,1.95,False
107,108,"4km NW of Willow, Alaska",1583686757027,61.7747,-150.1043,1.4,False
108,109,"128km ENE of Luring, China",1583686756994,32.6931,85.4677,4.1,False
109,110,"14km NW of Cold Springs, Nevada",1583686494380,39.7714,-120.0951,0.0,False
110,111,"19km S of Trona, CA",1583686409100,35.594,-117.3745,0.79,False
111,112,"10km NE of Coso Junction, CA",1583686013760,36.0983333,-117.8568333,1.19,False
112,113,South of the Fiji Islands,1583684986352,-23.4117,-179.7589,4.5,False
113,114,"21km ESE of Little Lake, CA",1583683961940,35.8575,-117.6923333,1.15,False
114,115,"31km ESE of North Nenana, Alaska",1583683749203,64.4594,-148.5224,0.8,False
115,116,"5km WNW of The Geysers, CA",1583683609970,38.7943344,-122.8128357,0.79,False
116,117,"21km ESE of Little Lake, CA",1583682707450,35.8568333,-117.6948333,1.64,False
117,118,"36km N of North Nenana, Alaska",1583682702908,64.9019,-148.9807,1.0,False
118,119,"23km NNW of Fishhook, Alaska",1583682312705,61.9213,-149.4699,1.5,False
119,120,"112km NW of Talkeetna, Alaska",1583682075550,63.1046,-151.4949,1.2,False
120,121,Reykjanes Ridge,1583681904502,57.2133,-33.4773,4.9,False
121,122,"7km NW of Sutton-Alpine, Alaska",1583681344123,61.8344,-148.97,0.9,False
122,123,"10km S of Indios, Puerto Rico",1583681287710,17.8981,-66.8051,2.26,False
123,124,"3km SW of Indios, Puerto Rico",1583680964760,17.9783,-66.8431,2.18,False
124,125,"2km SE of Pahala, Hawaii",1583680621770,19.1871662,-155.4629974,2.24,False
125,126,"88km NW of Talkeetna, Alaska",1583680577048,62.9247,-151.2486,1.3,False
126,127,"6km SSW of Indios, Puerto Rico",1583680526550,17.9326,-66.8325,2.19,False
127,128,"1km E of Pahala, Hawaii",1583680293020,19.2058334,-155.463501,2.22,False
128,129,"4km SSW of Indios, Puerto Rico",1583680267330,17.9583,-66.838,2.14,False
129,130,"20km NNW of Borrego Springs, CA",1583679706380,33.4333333,-116.4235,1.27,False
130,131,"8km SSE of Indios, Puerto Rico",1583679289870,17.926,-66.7855,2.51,False
131,132,"1km NE of The Geysers, CA",1583679200670,38.7840004,-122.7503357,0.63,False
132,133,"9km SSW of Trona, CA",1583678997850,35.6881667,-117.4058333,0.59,False
133,134,"9km S of Indios, Puerto Rico",1583678176530,17.912,-66.8316,2.3,False
134,135,"7km WNW of The Geysers, CA",1583677756200,38.8133316,-122.828331,0.56,False
135,136,"16km W of Searles Valley, CA",1583677569170,35.7715,-117.582,1.31,False
136,137,"16km S of Guanica, Puerto Rico",1583677342440,17.8236,-66.8866,2.19,False
137,138,"2km NNW of Palomas, Puerto Rico",1583677243760,18.0325,-66.879,1.87,False
138,139,"74km N of Nikiski, Alaska",1583676433614,61.3496,-151.4737,0.6,False
139,140,"9km NW of The Geysers, CA",1583676169360,38.8241653,-122.8413315,0.57,False
140,141,"13km NE of Tokoroa, New Zealand",1583675818884,-38.1598,175.9901,4.5,False
141,142,"46km ENE of Adak, Alaska",1583675736924,52.0767,-176.0653,1.7,False
142,143,"46km SSE of Hawthorne, Nevada",1583675706030,38.1588,-118.3563,1.9,False
143,144,"19km SSE of Pahala, Hawaii",1583674994200,19.0418333,-155.4046667,1.88,False
144,145,"7km NE of Fairbanks, Alaska",1583674686476,64.8789,-147.5973,1.4,False
145,146,"5km W of Cobb, CA",1583674665770,38.8193321,-122.7801666,1.04,False
146,147,"5km W of Cobb, CA",1583674655420,38.8195,-122.7806702,0.77,False
147,148,"5km WNW of The Geysers, CA",1583674372330,38.7944984,-122.8108368,0.73,False
148,149,"10km SSW of Guanica, Puerto Rico",1583674347400,17.8945,-66.9538,2.83,False
149,150,"17km S of Fern Acres, Hawaii",1583673997960,19.3481667,-155.0408333,2.78,False
150,151,"1km NW of Guayanilla, Puerto Rico",1583673870260,18.0268,-66.8025,2.14,False
151,152,"27km NNW of Packwood, Washington",1583673581400,46.8485,-121.751333333333,1.15,False
152,153,"77km SSW of Salcha, Alaska",1583673531750,63.848,-147.3065,1.4,False
153,154,"158km NE of Ndoi Island, Fiji",1583673401396,-19.7513,-177.5203,4.4,False
154,155,"6km SSW of Indios, Puerto Rico",1583673378870,17.9415,-66.847,2.71,False
155,234,"24km ESE of Little Lake, CA",1583651552010,35.8471667,-117.6706667,0.47,False
156,156,"53km WSW of Talkeetna, Alaska",1583673214863,62.1815,-151.0867,1.5,False
157,157,"20km E of Little Lake, CA",1583672845870,35.9115,-117.684,1.09,False
158,158,"53km WSW of Anchor Point, Alaska",1583672841453,59.6672,-152.7608,1.6,False
159,159,"123km NE of Ndoi Island, Fiji",1583672773793,-19.9083,-177.8233,4.4,False
160,160,"105km WNW of Talkeetna, Alaska",1583672684907,62.8041,-151.8778,1.4,False
161,161,"19km SSW of Searles Valley, CA",1583672678380,35.6018333,-117.4543333,0.85,False
162,162,"42km WNW of Skagway, Alaska",1583672504671,59.5947,-136.0199,1.9,False
163,163,"33km ENE of Y, Alaska",1583672356684,62.2902,-149.2642,1.4,False
164,164,"54km W of Anchorage, Alaska",1583672214364,61.1838,-150.9179,1.2,False
165,165,"13km SW of Searles Valley, CA",1583671979910,35.6876667,-117.504,1.47,False
166,166,"101km ENE of Atka, Alaska",1583671268919,52.4116,-172.7564,3.1,False
167,167,"18km W of Searles Valley, CA",1583671119320,35.7988333,-117.6048333,1.03,False
168,168,"10km WSW of Cohoe, Alaska",1583669693952,60.3083,-151.4934,2.2,False
169,169,"86km NW of San Antonio, Puerto Rico",1583669547090,19.3586,-67.6251,3.21,False
170,170,"6km E of Pahala, Hawaii",1583669092360,19.2115,-155.4148333,1.76,False
171,171,"7km NW of Parkfield, CA",1583668932510,35.9426651,-120.4918365,1.91,False
172,172,"70km NW of Talkeetna, Alaska",1583668869162,62.681,-151.2349,1.6,False
173,173,"5km S of Guanica, Puerto Rico",1583668850570,17.9245,-66.8991,2.66,False
174,174,"7km SW of Guanica, Puerto Rico",1583668313340,17.9185,-66.9638,2.35,False
175,175,"25km SE of Healy, Alaska",1583668110533,63.6927,-148.62,1.2,False
176,176,"19km S of Guanica, Puerto Rico",1583667397170,17.7973,-66.9281,2.1,False
177,177,"3km E of Pahala, Hawaii",1583667260860,19.2010002,-155.4450073,2.01,False
178,178,"16km W of Searles Valley, CA",1583667023330,35.7723333,-117.5776667,0.89,False
179,179,"4km W of The Geysers, CA",1583666521870,38.784668,-122.8054962,0.65,False
180,180,"5km WNW of The Geysers, CA",1583666440880,38.7923317,-122.8116684,0.82,False
181,181,"4km SW of Indios, Puerto Rico",1583666365970,17.9651,-66.8471,2.49,False
182,182,"41km NNW of Valdez, Alaska",1583666272653,61.4839,-146.5875,1.6,False
183,183,Northern Mid-Atlantic Ridge,1583666183536,33.7567,-38.6514,4.9,False
184,184,"16km S of Guanica, Puerto Rico",1583665947530,17.8269,-66.8791,2.65,False
185,185,"107km SSE of Grytviken, South Georgia and the South Sandwich Islands",1583664987629,-55.1301,-35.7225,4.9,False
186,186,"4km NNW of The Geysers, CA",1583664353350,38.8073349,-122.7703323,0.4,False
187,187,"6km WNW of Cobb, CA",1583664230950,38.8336678,-122.7971649,0.91,False
188,188,"51km WSW of Willow, Alaska",1583664011455,61.6241,-150.9687,1.4,False
189,189,"13km SSE of Guanica, Puerto Rico",1583663775270,17.8635,-66.8395,2.12,False
190,190,"53km SW of Honiara, Solomon Islands",1583663700749,-9.7241,159.5556,4.7,False
191,191,"11km NE of Coso Junction, CA",1583663673340,36.1066667,-117.8545,1.61,False
192,192,"38km NW of Valdez, Alaska",1583663660749,61.4134,-146.7682,1.8,False
193,193,"6km SSE of Guanica, Puerto Rico",1583662453170,17.9203,-66.8825,2.48,False
194,194,"2km NNE of The Geysers, CA",1583662290910,38.7916679,-122.7491684,0.4,False
195,195,"2km W of Anderson Springs, CA",1583662197290,38.7775002,-122.7139969,0.98,False
196,196,"22km E of Little Lake, CA",1583662108520,35.9158333,-117.668,0.8,False
197,197,"69km N of Nikiski, Alaska",1583662064183,61.3101,-151.4549,0.9,False
198,198,"2km WNW of Pahala, Hawaii",1583661787950,19.191,-155.473999,2.48,False
199,199,"34km ESE of Redoubt Volcano, Alaska",1583661611869,60.3538,-152.177,1.1,False
200,200,"39km SW of Tanaga Volcano, Alaska",1583661562636,51.626,-178.5249,1.4,False
201,201,"23km ESE of Little Lake, CA",1583661316910,35.8445,-117.676,0.82,False
202,202,"68km WSW of Cantwell, Alaska",1583661071013,63.1558,-150.2044,2.7,False
203,203,"7km W of Cobb, CA",1583661066350,38.8320007,-122.8021698,0.41,False
204,204,"7km NW of The Geysers, CA",1583660833830,38.8240013,-122.8105011,0.56,False
205,205,"39km N of Shushtar, Iran",1583660827877,32.398,48.8724,4.7,False
206,206,"203km SSW of Vaini, Tonga",1583660764019,-22.7256,-176.3069,4.8,False
207,207,"7km SE of Guanica, Puerto Rico",1583660230860,17.9258,-66.8523,2.05,False
208,208,"11km SW of Tanana, Alaska",1583659880180,65.1012,-152.2427,1.7,False
209,209,"4km ESE of Indios, Puerto Rico",1583659313530,17.9726,-66.781,2.2,False
210,210,"18km NNE of Dillon, Montana",1583659068600,45.3778333,-112.59,0.81,False
211,211,"6km SSW of Anchorage, Alaska",1583658885028,61.1653,-149.9404,1.5,False
212,212,"6km ENE of Pahala, Hawaii",1583658767150,19.2185001,-155.4244995,1.87,False
213,213,"26km WNW of Inyokern, CA",1583658499060,35.6975,-118.0921667,1.67,False
214,214,"5km WNW of The Geysers, CA",1583657936550,38.7953339,-122.8116684,0.36,False
215,215,"7km NW of The Geysers, CA",1583657551070,38.810833,-122.8201675,2.03,False
216,216,"96km W of Willow, Alaska",1583656926460,61.6882,-151.859,1.7,False
217,217,"17km ESE of Bodfish, CA",1583656843860,35.508,-118.3275,1.14,False
218,218,"5km WNW of The Geysers, CA",1583656140600,38.7916679,-122.8108368,0.79,False
219,219,"4km NNW of The Geysers, CA",1583656099410,38.8061676,-122.7711639,0.45,False
220,220,"7km WSW of Guanica, Puerto Rico",1583655836440,17.9391,-66.9691,2.52,False
221,221,"45km SSE of Hawthorne, Nevada",1583655815150,38.1715,-118.3597,1.2,False
222,222,"9km SSW of Guanica, Puerto Rico",1583655445180,17.8931,-66.9378,2.14,False
223,223,"14km SSW of Guanica, Puerto Rico",1583654562680,17.8888,-66.9386,2.68,False
224,224,"57km WSW of Anchor Point, Alaska",1583654486562,59.5464,-152.7411,1.3,False
225,225,"16km ESE of Little Lake, CA",1583654285540,35.8933333,-117.7378333,0.9,False
226,226,"3km S of Indios, Puerto Rico",1583653967810,17.9248,-66.8191,3.14,False
227,227,"86km W of Anchor Point, Alaska",1583653724708,59.712,-153.3689,1.9,False
228,228,"5km NE of Anza, CA",1583653367230,33.5863333,-116.6315,0.33,False
229,229,"16km ESE of Little Lake, CA",1583653308130,35.8928333,-117.739,0.78,False
230,230,"112km SSW of Kaktovik, Alaska",1583652873229,69.057,-144.4757,2.8,False
231,231,"154km WNW of Haines Junction, Canada",1583652467198,61.3466,-140.0965,1.6,False
232,232,"12km S of Guanica, Puerto Rico",1583652317600,17.8628,-66.893,2.78,False
233,233,"7km E of Weare, New Hampshire",1583651966132,43.0866,-71.6445,1.9,False
234,235,"9km NE of Coso Junction, CA",1583651503090,36.1103333,-117.885,1.17,False
235,236,"8km NE of Aguanga, CA",1583651386830,33.4856667,-116.8005,0.76,False
236,237,"10km NE of Coso Junction, CA",1583651185600,36.1073333,-117.866,2.01,False
237,238,"12km S of Indios, Puerto Rico",1583650911380,17.8806,-66.8026,2.82,False
238,239,"76km WSW of Waldport, Oregon",1583650488360,44.2705,-125.007333333333,2.01,False
239,240,"8km NW of Anza, CA",1583650380080,33.5993333,-116.7376667,0.78,False
240,241,"6km WNW of Cobb, CA",1583649695910,38.8363342,-122.7963333,0.89,False
241,242,"85km NE of Tanana, Alaska",1583649317554,65.7884,-150.9757,1.4,False
242,243,"5km WNW of The Geysers, CA",1583649128010,38.7939987,-122.8089981,1.08,False
243,244,"5km WNW of The Geysers, CA",1583649076060,38.793499,-122.8113327,0.88,False
244,245,"10km S of Indios, Puerto Rico",1583648940830,17.8981,-66.8373,2.27,False
245,246,"5km WNW of The Geysers, CA",1583648926200,38.793499,-122.8099976,0.31,False
246,247,"129km W of Cantwell, Alaska",1583648811866,63.42,-151.5387,1.5,False
247,248,"34km NE of Valdez, Alaska",1583648729280,61.3569,-145.9088,1.4,False
248,249,"70km SSW of Kobuk, Alaska",1583648575964,66.2911,-157.1937,1.6,False
249,250,"10km SSW of Guanica, Puerto Rico",1583648542670,17.8818,-66.935,2.54,False
250,251,"13km NNE of North Pole, Alaska",1583648386859,64.8717,-147.2747,0.9,False
251,252,"5km WNW of The Geysers, CA",1583648294940,38.7948341,-122.810997,0.21,False
252,253,"5km WNW of The Geysers, CA",1583648248820,38.7961655,-122.8108368,1.54,False
253,254,"72km SSW of Kobuk, Alaska",1583648239547,66.2781,-157.2464,2.0,False
254,255,"5km WNW of The Geysers, CA",1583648160300,38.7941666,-122.8093338,2.99,False
255,256,"17km SW of Oasis, CA",1583647433230,33.352,-116.2266667,1.55,False
256,257,"43km SSE of Hawthorne, Nevada",1583646978865,38.1903,-118.358,-0.1,False
257,258,"45km SSE of Hawthorne, Nevada",1583646904025,38.1733,-118.3587,-0.3,False
258,259,"3km NNW of The Geysers, CA",1583646152550,38.8045006,-122.7696686,0.91,False
259,260,"3km NNW of The Geysers, CA",1583646053180,38.8023338,-122.768837,1.19,False
260,261,"3km NNW of The Geysers, CA",1583646005060,38.8041649,-122.7710037,2.65,False
261,262,"3km NNW of The Geysers, CA",1583645973510,38.8025017,-122.768837,2.92,False
262,263,"3km NNW of The Geysers, CA",1583645935440,38.802166,-122.7685013,2.1,False
263,264,"63km ESE of Whittier, Alaska",1583644895426,60.4936,-147.6703,1.6,False
264,265,"45km SSE of Hawthorne, Nevada",1583644653604,38.1608,-118.3896,0.6,False
265,266,"48km SSE of Hawthorne, Nevada",1583644624811,38.1457,-118.3601,0.5,False
266,267,"10km N of Indio, CA",1583644521090,33.8085,-116.2003333,0.69,False
267,268,"25km WNW of Whittier, Alaska",1583643103611,60.8864,-149.0893,1.6,False
268,269,"24km SSE of Portola, California",1583643059744,39.615,-120.3296,1.4,False
269,270,"105km NNE of Arctic Village, Alaska",1583642705814,69.0259,-144.7595,2.2,False
270,271,"31km SSW of Redoubt Volcano, Alaska",1583642692639,60.2343,-152.9289,2.3,False
271,272,"9km E of Pahala, Hawaii",1583642490170,19.2070007,-155.3849945,2.14,False
272,273,"46km NNW of Nikiski, Alaska",1583642411168,61.0914,-151.5336,1.2,False
273,274,"8km NNW of Anza, CA",1583642361220,33.6228333,-116.7113333,0.17,False
274,275,"13km W of Morongo Valley, CA",1583642282960,34.027,-116.7211667,1.13,False
275,276,"22km E of Little Lake, CA",1583642139520,35.9098333,-117.6661667,0.63,False
276,277,"6km SSW of Guanica, Puerto Rico",1583642077770,17.8961,-66.9383,2.89,False
277,278,"40km NNW of Valdez, Alaska",1583641640321,61.4726,-146.5878,1.7,False
278,279,"22km SSW of Cantwell, Alaska",1583640929090,63.2051,-149.1359,1.2,False
279,280,"12km NE of Coso Junction, CA",1583640701040,36.1326667,-117.8625,1.65,False
280,281,"17km S of Guanica, Puerto Rico",1583640633180,17.816,-66.8765,2.88,False
281,282,"9km SSW of Guanica, Puerto Rico",1583640178960,17.8921,-66.9341,2.93,False
282,283,"39km E of Redoubt Volcano, Alaska",1583639766003,60.4222,-152.0276,0.9,False
283,284,"14km SSW of Borrego Springs, CA",1583639358840,33.1465,-116.4553333,0.82,False
284,285,"36km WSW of Healy, Alaska",1583638940191,63.7225,-149.6312,2.1,False
285,286,"8km NE of Aguanga, CA",1583638696620,33.4883333,-116.7943333,0.66,False
286,287,"3km SE of Indios, Puerto Rico",1583638548080,17.9731,-66.7906,2.21,False
287,288,"18km WSW of Olancha, CA",1583638044240,36.1938333,-118.1731667,1.1,False
288,289,"20km E of Little Lake, CA",1583637644850,35.9178333,-117.6893333,1.05,False
289,290,"69km SSW of Kobuk, Alaska",1583637486761,66.3088,-157.3414,1.6,False
290,291,"22km SSE of Guanica, Puerto Rico",1583637248250,17.8148,-66.8461,3.04,False
291,292,"10km SSE of Indios, Puerto Rico",1583636646380,17.9148,-66.7705,2.33,False
292,293,"41km SSW of Cantwell, Alaska",1583636619897,63.0441,-149.2547,1.5,False
293,294,"17km SSE of Guanica, Puerto Rico",1583635926750,17.8195,-66.8551,2.22,False
294,295,"7km WSW of Fuig, Puerto Rico",1583635447600,17.9556,-66.9828,2.3,False
295,296,"42km SSW of Deltana, Alaska",1583635296184,63.5239,-145.5529,1.5,False
296,297,"27km S of Guanica, Puerto Rico",1583634835420,17.7258,-66.8833,1.73,False
297,298,"11km NE of Coso Junction, CA",1583634775780,36.1125,-117.8646667,1.32,False
298,299,"70km WNW of Cape Yakataga, Alaska",1583634769077,60.3886,-143.5167,1.3,False
299,300,"19km E of Little Lake, CA",1583634418240,35.9128333,-117.6978333,0.83,False
300,301,"54km S of Redoubt Volcano, Alaska",1583634136747,59.9936,-152.8298,1.6,False
301,302,"278km NNE of Ndoi Island, Fiji",1583632767251,-18.1929,-178.1458,4.4,False
302,303,"20km N of Searles Valley, CA",1583632519500,35.947,-117.3726667,1.42,False
303,304,"4km WSW of Volcano, Hawaii",1583632249710,19.4091663,-155.274826,1.8,False
304,305,"3km E of Loma Linda, CA",1583632059730,34.0451667,-117.2333333,1.22,False
305,306,"7km SW of Guanica, Puerto Rico",1583632037140,17.914,-66.949,2.33,False
306,307,"35km NNW of Valdez, Alaska",1583632031192,61.4225,-146.6355,1.4,False
307,308,"13km WNW of Anza, CA",1583631812660,33.5928333,-116.804,0.54,False
308,309,"12km ENE of Mammoth Lakes, CA",1583631741370,37.661335,-118.8513336,1.27,False
309,310,"11km NE of Coso Junction, CA",1583631350520,36.1053333,-117.8556667,1.38,False
310,311,"11km NE of Coso Junction, CA",1583630838390,36.1023333,-117.8503333,1.29,False
311,312,"21km NNE of Searles Valley, CA",1583630089040,35.9556667,-117.3546667,1.45,False
